2024-08-18 00:14:52.868 [Thread-23] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-18 00:14:56.236 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-18 00:14:56.248 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: db4e142d-402a-491d-b605-8d6cf3d67efb
 -- 
2024-08-18 00:14:56.257 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1ee54bb0, org.springframework.security.web.context.SecurityContextPersistenceFilter@4670dbb7, org.springframework.security.web.header.HeaderWriterFilter@1eba330c, org.springframework.web.filter.CorsFilter@6a038f8c, org.springframework.security.web.authentication.logout.LogoutFilter@61b68b68, com.freebe.code.web.filter.JWTAuthenticationFilter@46d1d846, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@45750494, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@a986d65, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@b8dbc67, org.springframework.security.web.session.SessionManagementFilter@3443f564, org.springframework.security.web.access.ExceptionTranslationFilter@5e0bb1bc, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@76db54ae] -- 
2024-08-18 00:14:56.271 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-18 00:14:56.274 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-18 00:14:56.719 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 3.448 seconds (JVM running for 6776.065) -- 
2024-08-18 00:14:56.730 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-18 00:16:07.264 [http-nio-8990-exec-2] INFO  org.apache.catalina.core.ContainerBase.[Tomcat-1].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-18 00:16:07.268 [http-nio-8990-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-18 00:16:07.270 [http-nio-8990-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 1 ms -- 
2024-08-18 00:46:29.786 [Thread-27] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-18 00:46:29.793 [Thread-27] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-7 - Shutdown initiated... -- 
2024-08-18 00:46:29.834 [Thread-27] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-7 - Shutdown completed. -- 
2024-08-18 00:46:30.720 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 62972 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-18 00:46:30.724 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-18 00:46:31.138 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-18 00:46:31.200 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 57 ms. Found 17 JPA repository interfaces. -- 
2024-08-18 00:46:31.395 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-18 00:46:31.400 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-18 00:46:31.401 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-18 00:46:31.401 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-18 00:46:31.416 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat-1].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-18 00:46:31.417 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 675 ms -- 
2024-08-18 00:46:31.516 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-8 - Starting... -- 
2024-08-18 00:46:31.629 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-8 - Start completed. -- 
2024-08-18 00:46:32.028 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-18 00:46:32.851 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@23e4912b -- 
2024-08-18 00:46:32.887 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-18 00:46:32.993 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-18 00:46:33.010 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-18 00:46:33.026 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: e43e1290-34c5-4bb0-871b-51f19376d1b2
 -- 
2024-08-18 00:46:33.035 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@47dbe82d, org.springframework.security.web.context.SecurityContextPersistenceFilter@7f74cf7d, org.springframework.security.web.header.HeaderWriterFilter@6ded9c74, org.springframework.web.filter.CorsFilter@7823d3d3, org.springframework.security.web.authentication.logout.LogoutFilter@25a3a7e, com.freebe.code.web.filter.JWTAuthenticationFilter@f9eca19, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@72adadc6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@73a291db, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@70c19840, org.springframework.security.web.session.SessionManagementFilter@285507a, org.springframework.security.web.access.ExceptionTranslationFilter@531bd9ec, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@25aa4c12] -- 
2024-08-18 00:46:33.049 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-18 00:46:33.052 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-18 00:46:33.484 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 3.228 seconds (JVM running for 8672.789) -- 
2024-08-18 00:46:33.497 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-18 00:49:31.180 [Thread-31] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-18 00:49:31.185 [Thread-31] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-8 - Shutdown initiated... -- 
2024-08-18 00:49:31.211 [Thread-31] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-8 - Shutdown completed. -- 
2024-08-18 00:49:32.005 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 62972 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-18 00:49:32.009 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-18 00:49:32.380 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-18 00:49:32.436 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 52 ms. Found 17 JPA repository interfaces. -- 
2024-08-18 00:49:32.651 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-18 00:49:32.656 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-18 00:49:32.656 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-18 00:49:32.658 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-18 00:49:32.673 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat-1].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-18 00:49:32.673 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 648 ms -- 
2024-08-18 00:49:32.761 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-9 - Starting... -- 
2024-08-18 00:49:32.897 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-9 - Start completed. -- 
2024-08-18 00:49:33.290 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-18 00:49:34.127 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@7ca0b4b9 -- 
2024-08-18 00:49:34.164 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-18 00:49:34.261 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-18 00:49:34.280 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-18 00:49:34.295 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: a2ff258d-9b56-4072-a7de-ce6c64b66ca1
 -- 
2024-08-18 00:49:34.303 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@59edd8c2, org.springframework.security.web.context.SecurityContextPersistenceFilter@48f86e40, org.springframework.security.web.header.HeaderWriterFilter@14a28cb4, org.springframework.web.filter.CorsFilter@2a87899f, org.springframework.security.web.authentication.logout.LogoutFilter@693c819e, com.freebe.code.web.filter.JWTAuthenticationFilter@5ff857a7, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1a69b703, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1aae5fd6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@b20d4c6, org.springframework.security.web.session.SessionManagementFilter@2c1a8e3a, org.springframework.security.web.access.ExceptionTranslationFilter@399d7bdf, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4dc719b9] -- 
2024-08-18 00:49:34.317 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-18 00:49:34.321 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-18 00:49:34.824 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 3.213 seconds (JVM running for 8854.126) -- 
2024-08-18 00:49:34.848 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-18 00:49:43.626 [Thread-35] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-18 00:49:43.630 [Thread-35] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-9 - Shutdown initiated... -- 
2024-08-18 00:49:43.673 [Thread-35] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-9 - Shutdown completed. -- 
2024-08-18 00:49:44.258 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 62972 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-18 00:49:44.263 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-18 00:49:44.614 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-18 00:49:44.669 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 50 ms. Found 17 JPA repository interfaces. -- 
2024-08-18 00:49:44.841 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-18 00:49:44.845 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-18 00:49:44.845 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-18 00:49:44.845 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-18 00:49:44.860 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat-1].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-18 00:49:44.860 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 577 ms -- 
2024-08-18 00:49:44.953 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-10 - Starting... -- 
2024-08-18 00:49:45.072 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-10 - Start completed. -- 
2024-08-18 00:49:45.448 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-18 00:49:46.187 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@28ba8162 -- 
2024-08-18 00:49:46.232 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-18 00:49:46.422 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-18 00:49:46.457 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-18 00:49:46.479 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 1eb41a6a-4481-482f-a86e-fc3aca4e1ea7
 -- 
2024-08-18 00:49:46.491 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@49cadc62, org.springframework.security.web.context.SecurityContextPersistenceFilter@2008c72b, org.springframework.security.web.header.HeaderWriterFilter@14f27be9, org.springframework.web.filter.CorsFilter@303e75d7, org.springframework.security.web.authentication.logout.LogoutFilter@39ed4293, com.freebe.code.web.filter.JWTAuthenticationFilter@76480340, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@19652c44, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1ecf21b2, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4eca3a66, org.springframework.security.web.session.SessionManagementFilter@143ab1da, org.springframework.security.web.access.ExceptionTranslationFilter@4d4e9355, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@54b24050] -- 
2024-08-18 00:49:46.508 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-18 00:49:46.513 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-18 00:49:46.898 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.842 seconds (JVM running for 8866.199) -- 
2024-08-18 00:49:46.911 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-18 00:52:18.526 [Thread-39] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-18 00:52:18.532 [Thread-39] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-10 - Shutdown initiated... -- 
2024-08-18 00:52:18.565 [Thread-39] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-10 - Shutdown completed. -- 
2024-08-18 00:52:19.239 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 62972 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-18 00:52:19.244 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-18 00:52:19.540 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-18 00:52:19.588 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 46 ms. Found 17 JPA repository interfaces. -- 
2024-08-18 00:52:19.761 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-18 00:52:19.765 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-18 00:52:19.765 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-18 00:52:19.765 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-18 00:52:19.773 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat-1].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-18 00:52:19.774 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 515 ms -- 
2024-08-18 00:52:19.815 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-11 - Starting... -- 
2024-08-18 00:52:19.910 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-11 - Start completed. -- 
2024-08-18 00:52:20.213 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-18 00:52:20.829 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@472b4d54 -- 
2024-08-18 00:52:20.867 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-18 00:52:21.037 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-18 00:52:21.067 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-18 00:52:21.098 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 2369d083-cd64-4cb0-8967-41eb027c6f19
 -- 
2024-08-18 00:52:21.113 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6a4bbd8f, org.springframework.security.web.context.SecurityContextPersistenceFilter@1b9cb8e3, org.springframework.security.web.header.HeaderWriterFilter@3ae222a5, org.springframework.web.filter.CorsFilter@40a1d441, org.springframework.security.web.authentication.logout.LogoutFilter@3c0ae103, com.freebe.code.web.filter.JWTAuthenticationFilter@1ee4ecb3, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@722ceafd, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@59f00917, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@569e4871, org.springframework.security.web.session.SessionManagementFilter@23670468, org.springframework.security.web.access.ExceptionTranslationFilter@185e30f5, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7085d3dd] -- 
2024-08-18 00:52:21.143 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-18 00:52:21.147 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-18 00:52:21.534 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.632 seconds (JVM running for 9020.832) -- 
2024-08-18 00:52:21.547 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-18 00:55:01.833 [Thread-43] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-18 00:55:01.839 [Thread-43] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-11 - Shutdown initiated... -- 
2024-08-18 00:55:01.858 [Thread-43] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-11 - Shutdown completed. -- 
2024-08-18 00:55:02.580 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 62972 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-18 00:55:02.583 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
